13-Apr-21 12:34:50.874 [Solver] INFO  util.Progress> [Solving problem ...]
13-Apr-21 12:34:50.875 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.termination.GeneralTerminationCondition
13-Apr-21 12:34:50.877 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.solution.GeneralSolutionComparator
13-Apr-21 12:34:50.878 [Solver] INFO  solver.Solver> Using org.cpsolver.exam.heuristics.ExamNeighbourSelection
13-Apr-21 12:34:50.883 [Solver] INFO  heuristics.StandardNeighbourSelection> Using org.cpsolver.ifs.heuristics.GeneralValueSelection
13-Apr-21 12:34:50.884 [Solver] INFO  heuristics.StandardNeighbourSelection> Using org.cpsolver.ifs.heuristics.GeneralVariableSelection
13-Apr-21 12:34:50.900 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.perturbations.DefaultPerturbationsCounter
13-Apr-21 12:34:50.911 [Solver] INFO  util.JProf> Using wall time.
13-Apr-21 12:34:51.444 [Solver] INFO  solver.Solver> Initial solution:[
    Assigned variables: 0.00% (0/832)
    Iteration: 0
    Number of Exams: 832
    Number of Exams Requiring Alt Seating: 832
    Number of Periods: 64
    Number of Rooms: 32
    Number of Small Exams (Exams W/O Room): 0
    Number of Student Exams: 0
    Number of Students: 13642
    Number of Students with 1 meeting: 284
    Number of Students with 10 or more meetings: 4559
    Number of Students with 2 meetings: 242
    Number of Students with 3 meetings: 150
    Number of Students with 4 meetings: 131
    Number of Students with 5 meetings: 263
    Number of Students with 6 meetings: 613
    Number of Students with 7 meetings: 1188
    Number of Students with 8 meetings: 2465
    Number of Students with 9 meetings: 3747
    Overall solution value: 0.00
    Time: 0.00 min
  ]
13-Apr-21 12:34:51.445 [Solver] INFO  exam.Test> **BEST[0]** V:0/832 - T:0.00 [@P:�, BTB:0, DC:0, M2D:0, PI:�, PP:0, PS:�, RP:0, RSd:�, RSp:0, RSz:�, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.613 [Solver] INFO  exam.Test> **BEST[269]** V:269/832 - T:30601.19 [@P:�, BTB:0, DC:29, M2D:2, PI:18.32, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.87, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.615 [Solver] INFO  exam.Test> **BEST[270]** V:270/832 - T:30601.19 [@P:�, BTB:0, DC:29, M2D:2, PI:18.31, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.76, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.617 [Solver] INFO  exam.Test> **BEST[271]** V:271/832 - T:30601.19 [@P:�, BTB:0, DC:29, M2D:2, PI:18.3, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.68, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.619 [Solver] INFO  exam.Test> **BEST[272]** V:272/832 - T:30601.19 [@P:�, BTB:0, DC:29, M2D:2, PI:18.33, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.56, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.623 [Solver] INFO  exam.Test> **BEST[273]** V:273/832 - T:30601.19 [@P:�, BTB:0, DC:29, M2D:2, PI:18.34, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.45, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.625 [Solver] INFO  exam.Test> **BEST[274]** V:274/832 - T:30601.20 [@P:�, BTB:0, DC:29, M2D:2, PI:18.3, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.47, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.627 [Solver] INFO  exam.Test> **BEST[275]** V:275/832 - T:30601.20 [@P:�, BTB:0, DC:29, M2D:2, PI:18.27, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.36, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.629 [Solver] INFO  exam.Test> **BEST[276]** V:276/832 - T:30601.20 [@P:�, BTB:0, DC:29, M2D:2, PI:18.21, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.3, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.630 [Solver] INFO  exam.Test> **BEST[277]** V:277/832 - T:30601.20 [@P:�, BTB:0, DC:29, M2D:2, PI:18.21, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.18, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.633 [Solver] INFO  exam.Test> **BEST[278]** V:278/832 - T:30601.21 [@P:�, BTB:0, DC:29, M2D:2, PI:18.23, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.15, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.635 [Solver] INFO  exam.Test> **BEST[279]** V:279/832 - T:30601.21 [@P:�, BTB:0, DC:29, M2D:2, PI:18.24, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.06, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.636 [Solver] INFO  exam.Test> **BEST[280]** V:280/832 - T:30601.21 [@P:�, BTB:0, DC:29, M2D:2, PI:18.21, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.09, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.638 [Solver] INFO  exam.Test> **BEST[281]** V:281/832 - T:30601.22 [@P:�, BTB:0, DC:29, M2D:2, PI:18.2, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.04, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.640 [Solver] INFO  exam.Test> **BEST[282]** V:282/832 - T:30601.22 [@P:�, BTB:0, DC:29, M2D:2, PI:18.22, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:43.08, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.641 [Solver] INFO  exam.Test> **BEST[283]** V:283/832 - T:30601.22 [@P:�, BTB:0, DC:29, M2D:2, PI:18.23, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.97, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.643 [Solver] INFO  exam.Test> **BEST[284]** V:284/832 - T:30601.22 [@P:�, BTB:0, DC:29, M2D:2, PI:18.24, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.9, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.644 [Solver] INFO  exam.Test> **BEST[285]** V:285/832 - T:30601.23 [@P:�, BTB:0, DC:29, M2D:2, PI:18.26, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.86, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.645 [Solver] INFO  exam.Test> **BEST[286]** V:286/832 - T:30601.23 [@P:�, BTB:0, DC:29, M2D:2, PI:18.3, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.79, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.646 [Solver] INFO  exam.Test> **BEST[287]** V:287/832 - T:30601.23 [@P:�, BTB:0, DC:29, M2D:2, PI:18.32, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.78, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.647 [Solver] INFO  exam.Test> **BEST[288]** V:288/832 - T:30601.23 [@P:�, BTB:0, DC:29, M2D:2, PI:18.39, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.66, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.649 [Solver] INFO  exam.Test> **BEST[289]** V:289/832 - T:30601.24 [@P:�, BTB:0, DC:29, M2D:2, PI:18.45, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.57, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.651 [Solver] INFO  exam.Test> **BEST[290]** V:290/832 - T:30601.24 [@P:�, BTB:0, DC:29, M2D:2, PI:18.43, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.48, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.654 [Solver] INFO  exam.Test> **BEST[291]** V:291/832 - T:30601.24 [@P:�, BTB:0, DC:29, M2D:2, PI:18.46, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.34, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.658 [Solver] INFO  exam.Test> **BEST[292]** V:292/832 - T:30601.24 [@P:�, BTB:0, DC:29, M2D:2, PI:18.43, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.28, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.663 [Solver] INFO  exam.Test> **BEST[293]** V:293/832 - T:30601.25 [@P:�, BTB:0, DC:29, M2D:2, PI:18.46, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.3, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.665 [Solver] INFO  exam.Test> **BEST[294]** V:294/832 - T:30601.25 [@P:�, BTB:0, DC:29, M2D:2, PI:18.48, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.34, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.667 [Solver] INFO  exam.Test> **BEST[295]** V:295/832 - T:30601.26 [@P:�, BTB:0, DC:29, M2D:2, PI:18.52, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.35, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.669 [Solver] INFO  exam.Test> **BEST[296]** V:296/832 - T:30601.26 [@P:�, BTB:0, DC:29, M2D:2, PI:18.58, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.24, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.672 [Solver] INFO  exam.Test> **BEST[297]** V:297/832 - T:30601.26 [@P:�, BTB:0, DC:29, M2D:2, PI:18.61, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.26, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.674 [Solver] INFO  exam.Test> **BEST[298]** V:298/832 - T:30601.27 [@P:�, BTB:0, DC:29, M2D:2, PI:18.6, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.44, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.676 [Solver] INFO  exam.Test> **BEST[299]** V:299/832 - T:30601.27 [@P:�, BTB:0, DC:29, M2D:2, PI:18.68, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.41, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.678 [Solver] INFO  exam.Test> **BEST[300]** V:300/832 - T:30601.28 [@P:�, BTB:0, DC:29, M2D:2, PI:18.73, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.31, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.680 [Solver] INFO  exam.Test> **BEST[301]** V:301/832 - T:30601.28 [@P:�, BTB:0, DC:29, M2D:2, PI:18.69, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.24, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.681 [Solver] INFO  exam.Test> **BEST[302]** V:302/832 - T:30601.29 [@P:�, BTB:0, DC:29, M2D:2, PI:18.71, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.36, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.683 [Solver] INFO  exam.Test> **BEST[303]** V:303/832 - T:30601.29 [@P:�, BTB:0, DC:29, M2D:2, PI:18.65, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.41, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.684 [Solver] INFO  exam.Test> **BEST[304]** V:304/832 - T:30601.30 [@P:�, BTB:0, DC:29, M2D:2, PI:18.6, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.66, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.686 [Solver] INFO  exam.Test> **BEST[305]** V:305/832 - T:30601.30 [@P:�, BTB:0, DC:29, M2D:2, PI:18.57, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.58, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.690 [Solver] INFO  exam.Test> **BEST[306]** V:306/832 - T:30601.31 [@P:�, BTB:0, DC:29, M2D:2, PI:18.56, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.55, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.692 [Solver] INFO  exam.Test> **BEST[307]** V:307/832 - T:30601.31 [@P:�, BTB:0, DC:29, M2D:2, PI:18.52, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.49, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.694 [Solver] INFO  exam.Test> **BEST[308]** V:308/832 - T:30601.32 [@P:�, BTB:0, DC:29, M2D:2, PI:18.52, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.5, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.696 [Solver] INFO  exam.Test> **BEST[309]** V:309/832 - T:30601.32 [@P:�, BTB:0, DC:29, M2D:2, PI:18.54, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.37, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.698 [Solver] INFO  exam.Test> **BEST[310]** V:310/832 - T:30601.32 [@P:�, BTB:0, DC:29, M2D:2, PI:18.56, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.31, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.699 [Solver] INFO  exam.Test> **BEST[311]** V:311/832 - T:30601.32 [@P:�, BTB:0, DC:29, M2D:2, PI:18.52, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.22, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.700 [Solver] INFO  exam.Test> **BEST[312]** V:312/832 - T:30601.32 [@P:�, BTB:0, DC:29, M2D:2, PI:18.51, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.21, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.701 [Solver] INFO  exam.Test> **BEST[313]** V:313/832 - T:30601.33 [@P:�, BTB:0, DC:29, M2D:2, PI:18.56, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.17, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.702 [Solver] INFO  exam.Test> **BEST[314]** V:314/832 - T:30601.33 [@P:�, BTB:0, DC:29, M2D:2, PI:18.56, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.23, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.704 [Solver] INFO  exam.Test> **BEST[315]** V:315/832 - T:30601.35 [@P:�, BTB:0, DC:29, M2D:2, PI:18.56, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.77, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.707 [Solver] INFO  exam.Test> **BEST[316]** V:316/832 - T:30601.35 [@P:�, BTB:0, DC:29, M2D:2, PI:18.53, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.64, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.708 [Solver] INFO  exam.Test> **BEST[317]** V:317/832 - T:30601.36 [@P:�, BTB:0, DC:29, M2D:2, PI:18.49, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.6, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.709 [Solver] INFO  exam.Test> **BEST[318]** V:318/832 - T:30601.36 [@P:�, BTB:0, DC:29, M2D:2, PI:18.47, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.54, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.710 [Solver] INFO  exam.Test> **BEST[319]** V:319/832 - T:30601.36 [@P:�, BTB:0, DC:29, M2D:2, PI:18.51, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.53, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.712 [Solver] INFO  exam.Test> **BEST[320]** V:320/832 - T:30601.37 [@P:�, BTB:0, DC:29, M2D:2, PI:18.51, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.55, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.714 [Solver] INFO  exam.Test> **BEST[321]** V:321/832 - T:30601.37 [@P:�, BTB:0, DC:29, M2D:2, PI:18.58, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.42, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.715 [Solver] INFO  exam.Test> **BEST[322]** V:322/832 - T:30601.37 [@P:�, BTB:0, DC:29, M2D:2, PI:18.61, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.39, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.717 [Solver] INFO  exam.Test> **BEST[323]** V:323/832 - T:30601.37 [@P:�, BTB:0, DC:29, M2D:2, PI:18.56, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.31, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.719 [Solver] INFO  exam.Test> **BEST[324]** V:324/832 - T:30601.37 [@P:�, BTB:0, DC:29, M2D:2, PI:18.6, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.24, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.721 [Solver] INFO  exam.Test> **BEST[325]** V:325/832 - T:30601.38 [@P:�, BTB:0, DC:29, M2D:2, PI:18.64, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.22, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.728 [Solver] INFO  exam.Test> **BEST[326]** V:326/832 - T:30601.38 [@P:�, BTB:0, DC:29, M2D:2, PI:18.68, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.21, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.730 [Solver] INFO  exam.Test> **BEST[327]** V:327/832 - T:30601.39 [@P:�, BTB:0, DC:29, M2D:2, PI:18.64, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.2, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.731 [Solver] INFO  exam.Test> **BEST[328]** V:328/832 - T:30601.39 [@P:�, BTB:0, DC:29, M2D:2, PI:18.6, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.28, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.733 [Solver] INFO  exam.Test> **BEST[329]** V:329/832 - T:30601.39 [@P:�, BTB:0, DC:29, M2D:2, PI:18.54, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.19, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.735 [Solver] INFO  exam.Test> **BEST[330]** V:330/832 - T:30601.40 [@P:�, BTB:0, DC:29, M2D:2, PI:18.52, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.16, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.738 [Solver] INFO  exam.Test> **BEST[331]** V:331/832 - T:30601.40 [@P:�, BTB:0, DC:29, M2D:2, PI:18.53, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.14, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.740 [Solver] INFO  exam.Test> **BEST[332]** V:332/832 - T:30601.40 [@P:�, BTB:0, DC:29, M2D:2, PI:18.55, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.12, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.741 [Solver] INFO  exam.Test> **BEST[333]** V:333/832 - T:30601.41 [@P:�, BTB:0, DC:29, M2D:2, PI:18.58, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.15, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.743 [Solver] INFO  exam.Test> **BEST[334]** V:334/832 - T:30601.41 [@P:�, BTB:0, DC:29, M2D:2, PI:18.61, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.13, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.745 [Solver] INFO  exam.Test> **BEST[335]** V:335/832 - T:30601.42 [@P:�, BTB:0, DC:29, M2D:2, PI:18.6, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.32, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.747 [Solver] INFO  exam.Test> **BEST[336]** V:336/832 - T:30601.45 [@P:�, BTB:0, DC:29, M2D:2, PI:18.6, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.82, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.750 [Solver] INFO  exam.Test> **BEST[337]** V:337/832 - T:30601.45 [@P:�, BTB:0, DC:29, M2D:2, PI:18.66, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.75, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.752 [Solver] INFO  exam.Test> **BEST[338]** V:338/832 - T:30601.45 [@P:�, BTB:0, DC:29, M2D:2, PI:18.67, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.75, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.756 [Solver] INFO  exam.Test> **BEST[339]** V:339/832 - T:30601.45 [@P:�, BTB:0, DC:29, M2D:2, PI:18.72, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.68, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.760 [Solver] INFO  exam.Test> **BEST[340]** V:340/832 - T:30601.46 [@P:�, BTB:0, DC:29, M2D:2, PI:18.73, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.74, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.763 [Solver] INFO  exam.Test> **BEST[341]** V:341/832 - T:30601.46 [@P:�, BTB:0, DC:29, M2D:2, PI:18.72, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.73, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.765 [Solver] INFO  exam.Test> **BEST[342]** V:342/832 - T:30601.47 [@P:�, BTB:0, DC:29, M2D:2, PI:18.78, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.66, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.767 [Solver] INFO  exam.Test> **BEST[343]** V:343/832 - T:30601.47 [@P:�, BTB:0, DC:29, M2D:2, PI:18.85, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.62, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.768 [Solver] INFO  exam.Test> **BEST[344]** V:344/832 - T:30601.47 [@P:�, BTB:0, DC:29, M2D:2, PI:18.91, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.55, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.770 [Solver] INFO  exam.Test> **BEST[345]** V:345/832 - T:30601.47 [@P:�, BTB:0, DC:29, M2D:2, PI:18.98, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.49, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.772 [Solver] INFO  exam.Test> **BEST[346]** V:346/832 - T:30601.48 [@P:�, BTB:0, DC:29, M2D:2, PI:18.99, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.66, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.774 [Solver] INFO  exam.Test> **BEST[347]** V:347/832 - T:30601.48 [@P:�, BTB:0, DC:29, M2D:2, PI:19.03, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.55, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.775 [Solver] INFO  exam.Test> **BEST[348]** V:348/832 - T:30601.49 [@P:�, BTB:0, DC:29, M2D:2, PI:19.03, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.52, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.777 [Solver] INFO  exam.Test> **BEST[349]** V:349/832 - T:30601.49 [@P:�, BTB:0, DC:29, M2D:2, PI:19.07, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.5, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.779 [Solver] INFO  exam.Test> **BEST[350]** V:350/832 - T:30601.49 [@P:�, BTB:0, DC:29, M2D:2, PI:19.12, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.47, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.780 [Solver] INFO  exam.Test> **BEST[351]** V:351/832 - T:30601.50 [@P:�, BTB:0, DC:29, M2D:2, PI:19.19, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.44, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.782 [Solver] INFO  exam.Test> **BEST[352]** V:352/832 - T:30601.50 [@P:�, BTB:0, DC:29, M2D:2, PI:19.14, PP:0, PS:0, RP:0, RSd:0.01, RSp:140, RSz:42.47, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.783 [Solver] INFO  exam.Test> **BEST[353]** V:353/832 - T:30611.51 [@P:�, BTB:0, DC:29, M2D:2, PI:19.14, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.5, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.785 [Solver] INFO  exam.Test> **BEST[354]** V:354/832 - T:30611.51 [@P:�, BTB:0, DC:29, M2D:2, PI:19.16, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.59, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.787 [Solver] INFO  exam.Test> **BEST[355]** V:355/832 - T:30611.54 [@P:�, BTB:0, DC:29, M2D:2, PI:19.14, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.08, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.791 [Solver] INFO  exam.Test> **BEST[356]** V:356/832 - T:30611.55 [@P:�, BTB:0, DC:29, M2D:2, PI:19.13, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.5, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.793 [Solver] INFO  exam.Test> **BEST[357]** V:357/832 - T:30611.56 [@P:�, BTB:0, DC:29, M2D:2, PI:19.08, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.56, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.794 [Solver] INFO  exam.Test> **BEST[358]** V:358/832 - T:30611.57 [@P:�, BTB:0, DC:29, M2D:2, PI:19.05, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.62, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.796 [Solver] INFO  exam.Test> **BEST[359]** V:359/832 - T:30611.57 [@P:�, BTB:0, DC:29, M2D:2, PI:19.06, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.69, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.797 [Solver] INFO  exam.Test> **BEST[360]** V:360/832 - T:30611.58 [@P:�, BTB:0, DC:29, M2D:2, PI:19.04, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.75, iBTB:0, iDC:0, iM2D:0]
